prefix,suffix
"on the easel of the hobbyist that he had vowed to one day mount an exhibition of her work; he had pressed his business card into her hand and made her promise that she would call him at her earliest convenience. An exhibition was 
246
everything the hobbyist had ever dreamed of, and yet for some reason she was filled with abject terror at the thought, and although she kept his card safe in her wallet, and took it out every now and then to look at it, somehow she could never bring herself to make the call. Months passed, and then years, and then one day she'd happened to come across a mention of the man in an article that she was reading, and she learned that he was dead, and that he had been dead for some time, several years in fact, and this was the final proof that she had missed her chance, that she had undermined her own ambition, and that, perversely, contrarily, against her own best interests, against the deepest and most secret wishes of her heart, she had run away from what she most desired – and here Mrs Noakes would pause and then say, in a solemn tone of voice",", that the watercolour hobbyist was her. 'Total bullshit,' Mira had said when she'd first heard the story; 'that never happened; I bet you a thousand bucks' – but it was only now, years later, as Shelley knelt to disperse the loose straw over the ground, that it occurred to her that Mira had rather missed the point, for if the story 
was
 made up, then in a way that only made it all the more poignant – for how much more desiring must Mrs Noakes have been, and how much"
"came to those aspects of mundane existence that could not be posited or wished away. There was a kind of safety in abstraction, Shelley felt, in visions that remained visions, in ideas that remained ideas; and it had occurred to her, in recent days, that maybe it had been the very formlessness of Birnam Wood, as an undeclared, unregulated, sometimes-criminal, sometimes-philanthropic gathering of friends, that had held Mira's interest in it for so long. She was expecting that her friend was going to find it very difficult, at the point the group officially incorporated, to leave this realm of abstracted possibility behind.


If they ever got to that point. They weren't out of the woods yet, Shelley thought, grimly registering the pun. They weren't anywhere close to solvent. It was still a matter of 
if
 – and in the meantime, Mira's attitude was starting to become a problem. For even though Birnam Wood was horizontal by design, and even though their meetings were always facilitated on a roster, and even though all the tasks","of leadership were scrupulously divvied up and shared, no one could ever quite forget – no one ever 
did
 forget – that Mira was the founder. For one thing, she was not a natural follower; but for another, she possessed an authority that could not easily be yielded or rotated to another member of the group, and that was the authority of expertise. When she declined to register an opinion, submitting without comment to the will of the majority and then silently withdrawing as soon as the meeting was done, Shelley could see that it made the others nervous;"
"the ground and went back into the cockpit to retrieve an aluminium cooler that he had stored behind the pilot's seat. Shelley glanced at Mira, but she was examining a cut on the side of one of her fingers. 'I brought dinner,' Lemoine said when he re-emerged. 'I thought we'd make a night of it. Relax, get to know each other.'


He set the cooler down, slung the duffel bag on top of it, and then picked it up again.


'Do you need help carrying that?' Shelley said, at the same time as Mira said, 'So what's for dinner?'


She was trying too hard to be caustic, Shelley thought, and it was coming off only as rude.


Lemoine answered Shelley. 'That's very good of you,' he said, slipping the duffel bag over his shoulder and handing her the cooler. 'Why don't you take that down to the camp and round up the others? Tell them we'll be down in just a moment.'


He was","giving her the brush-off, but he touched her arm as he spoke, and smiled, and Shelley knew that she had won. With a final glance at Mira, who was looking at the ground, she set off down the hill towards the shearing shed, and once she was out of sight of the plane, she set the cooler down on the ground and 
255
opened it to see what it contained. Inside were stacked plastic tubs, each containing a preparation of a different ingredient: fat silky noodles, chopped peanuts, lime"
"'It's kind of weird you changed it before telling us,' she said. 'When we're the ones living here. That's kind of fucked up, actually.'


He stared at her for a moment without blinking. Then he said, 'When my wife died, Mira, I had paparazzi at my front gate for a year. If I came out of my house, if I even opened a window, they'd yell at me, ""You knew about that helicopter, didn't you? That's why you stayed behind that day. You let her go on purpose because you wanted to be rid of her."" They'd say, ""Was it murder?"" or ""Was it sabotage?"" or, I don't know, ""Is it true you used to beat her up?"" Of course not. Every allegation was utterly false and utterly obscene. But that was the point, you see. They were trying to make me angry. Because if I react, that's their story. And they're not breaking any laws. They're 
259
only asking questions. That's their job. They even","used to say, ""Is it true she's still alive?"" How cruel is that? To a man whose wife is dead? And there was no basis for it. No justification. Nothing. It was just a question. And you can't stop someone asking questions. Can you.'


Mira was appalled. 'God,' she said. 'I'm so sorry. That's horrendous.'


'So, I don't think much of journalists,' he said. 'Needless to say.'


'I can't even imagine. Jesus"
", who had a family, and memories, and a past. Someone who was flirted with, she thought, who existed for other people, who was thought about by other people, who was conjured, privately, in other people's minds.


He was waiting for her reply.


'I'm having that weird experience,' Mira said at last, 'where you realise that your search engine has, like, led you to this very specific tailored place based on what it's decided about you, and there are things that are fully searchable to other people that are totally invisible to you. Because I have definitely never seen this Oxford Circus photo of you – and I have googled you a 
lot
.' 
263


He grinned at her and winked. Mira could see in her peripheral vision that Shelley had caught the wink, and she looked at her, meaning to smile and try to share the joke, but again Shelley turned away.


'I wish Halloween was a bigger deal here,' Katrina was saying. 'It doesn't make any sense. It's the wrong","season. It doesn't get dark till like nine p.m., and there are no pumpkins or falling leaves or anything.'


'Yeah, it's not scary,' Natalie said. 'It's springtime.'


'People don't get it either,' said Jessica, who had just come in. 'I went trick-or-treating once in primary school and nobody knew how it worked. It was so embarrassing, saying to your neighbours, ""Well, here's the deal, you're supposed to give me lol"
"invention of the printing press. One would expect something similar to follow the invention of the smartphone.'


Shelley frowned. 'Like a revolution?'


Lemoine shrugged. 'You're the activists. You tell me.'


'Boo,' said Hayden. 'Come on. Make a prediction.'


'That's all anybody ever wants from me,' said Lemoine. 'Predictions.' He smiled across the centrepiece at Mira.


'But, like, a second Reformation? What would that even look like? I mean—'


'It's all beside the point anyway,' Jessica cut in. 'We talk about 
267
the future like we're going to be here to see it. We'll all be dead. We'll be so fucking dead. We'll be on fire.'


'Or underwater. Sea levels—'


'Or dead in a plague.'


'This conversation is bumming me out,' Hayden said. 'Can we do drugs now, please?'

","
Shelley produced the ziplock bag, and they began to discuss dosages and timing and what kinds of effects they could expect. Mira went outside again to check the barbecue. She took her time fussing over the wok, trying to find a level place on the grill to balance it – and then she sensed movement behind her, and glanced up to see that Lemoine had come out of the shed and was standing, hands in his pockets, in the shadow of the wall.


'I'm going to pass,' he said. 'Keep you company.'
"
"ers, were themselves such a good argument against it – look what happened when you gave people too much help: they just took it all for granted, and then they took it away from 
271
everybody else! She could hear herself laughing and protesting and begging to differ and taking a stand, but it was as though she was sitting outside her own experience somehow, participating only through a gauze, and it was only when someone said, 'Oh 
shit
,' and they all began to laugh, one by one, around the table, that she remembered they had taken acid and realised that it must be starting to take effect; and then Lemoine caught her eye across the harakeke flowers, and made a movement with his head that meant, 
Let's get out of here
, and Mira felt her stomach drop. Dumbly she got up from the table to see that Shelley was looking over at her with a weirdly teenage expression, a mixture of injury, defensiveness, and scorn. Lemoine was making their goodbyes; Mira held Shelley's gaze a moment longer, her expression cold, then turned her back","on her and left. Lemoine followed her out into the darkness and around the Vanette, which was parked at an angle to provide a kind of windbreak for the barbecue, and neither of them spoke as he fell into step beside her, so afterwards she could not remember if she had taken his hand, or if he had taken hers.


It took them almost twenty minutes to walk back up the hill to the house, which was dark and cold, and had the soapy, indefinably foreign smell of someone else's family.


'Goddammit,' said Lem"
"she woke the next morning, she was a little miffed to see that he hadn't sent a text to say that he'd got in safe – but then again, she reasoned, belting on her robe, she had asked him not to wake her, and he would have been worn out from all that driving; he'd probably gone straight to bed when he arrived.


After she had showered and dressed, she walked down the hill to buy a cappuccino from their favourite Wellington café and drank it looking at the stationery display in the window of the post office, enjoying the sensation of allowing her mind to wander as it pleased, forming impressions and following associations that for once she was not obliged to share in conversation. She had one last mental health workshop to lead that afternoon, and she was just wondering if she had time to pop downtown before the class and do a little clothes shopping – something for her own mental health – when her phone buzzed in her pocket, and she took it out to see that her dad was calling. That meant the landline at the Thorndike house; she knew she really ought to update the","contact details, but even after all this time, she still couldn't quite bring herself to delete his name. She binned her empty coffee cup and answered the call.


'Hello, love,' she said. 'How was the drive?'


But it wasn't Sir Owen; it was Lemoine. 'Jill?' he said. 'It's Robert. Sorry to trouble you – I'm trying to reach your husband.'


Lady Darvish felt her heart clutch in her chest. 'He's there,' she said, stupidly. '"
"is further on. You can still get to the lookout.'


'The location might be approximate,' said Lemoine.


'Could it be a mistake? Like a glitch? Could it be showing me past data or something?'


'Why do you say that?'


'Well – why would he go up there at night? There'd be nothing to see.'


Lemoine seemed to hesitate. Then he said, 'Dial back the clock a bit. Do you see the timeline function?'


'Yeah,' she said.


'What time did you say he left the airport?'


'About three thirty,' she said.


'Input that,' said Lemoine, and she did, and several seconds later the icon appeared again, showing Owen's phone in a parking lot in Christchurch, bearing the tag '18/08/17 15:31.'


'What do you see?' said Lemoine.


'Yeah, I see him,' she said. 'Half past three, he was picking up the","rental.'


'All right. Wind it forward, see where he went.'


She wound the timeline forward and saw the icon make its journey south.


'Yeah,' she said presently. 'He got into Thorndike at twenty to nine.'


'And then what?'


'Well, there's a gap,' she said.


'The signal around here is a bit patchy,' he said. 'What's the next location after 8.40?' 
283


'At the look"
"Paranoid, probably, in case it leaked somehow that they'd blabbed to the Mulloys. No matter: she still had the copy on her own phone that he had forwarded to her. She took it out, found the email, and retrieved Anthony's number, feeling a little better that she was taking the initiative, and telling herself, bravely, that if all this 
did
 turn out to be a storm in a teacup, it might be quite a good story to share at her mental health workshop that afternoon. She could use it as an icebreaker, to illustrate how quick we are to panic, how easy it is to lose perspective and assume the very worst. 'Of course, it turned out he was absolutely fine,' she imagined saying to the group with a laugh, 'but for a moment there, I really thought I'd lost my mind.'


She dialled the number.


'Hi, you've reached Tony, you know what to do. Cheers,' said the recorded voice in her ear. Disappointed, she hung up before the beep, and then thought better of it, and dialled again.","'Tony, hi, Jill Darvish here,' she said, speaking more calmly now. 'I think you spoke with my husband Owen about a piece you were writing? Yeah: he's come down to Thorndike to talk to you, and I'm trying to reach him. I thought you might be together. Or maybe you might know where he is? Anyway, give me a call back,' she said, and then she left her own number and hung up.


The landline shrilled out in the kitchen, making her jump. 
287
She ran"
"options were severely limited.


Lemoine tried to visualise the man's last movements. Darvish had driven up to his front gate, wound down his window, tried the code, probably several times, without success. Had he seen a far glow of light inside the shearing shed? Had he heard distant music wafting over the fields? Lemoine made a mental note to check if the shed was within sight of the gate. Well, in any case, he thought, Darvish had tried the intercom, and when nobody had answered, he had gotten out of the car and climbed over the gate to walk up to the house on foot, certainly frustrated, possibly even angry, that the code had somehow been changed. Had he called somebody? His wife – to ask if she'd ever had any trouble inputting the code, perhaps – or a neighbour – or even a locksmith? The security company that had fitted the keypad? If he had, then help could be already on the way.


Abruptly, Lemoine let go of Mira and went over to the body. In Darvish's left trouser pocket he could see a flat","rectangle: 
291
his phone. He knelt down and eased it out, and then, avoiding looking at the dead man's face, he slid the phone carefully under the lifeless hand and pressed Darvish's thumb on to the sensor button to unlock the screen with his fingerprint.


Shelley was watching him. 'Who is that man?' she said.


Lemoine ignored her. He went to the call history first, to discover that the last call that Darvish had made – to his wife – had been at 3."
"put this back, and we call the police?'


'Yeah,' Mira said, but her voice was high and strange.


'So then the police come,' said Lemoine, 'and they ask what happened. Right? Well, it's homicide, first of all. Right? That's pretty clear. It's manslaughter. That's bad for Shelley. She kills an innocent man on his own property, outside his own front door? That's a court case, that's a conviction right away. But then they find out she's high as a kite, and 
that
 steps it up a notch. That's drug use, that's reckless endangerment, that's driving under the influence. We're starting to look at years in prison. 
295
And then it turns out she's not the only one tripping off her nut. There's a whole gang of you. So now you're all a part of it, and it's trespassing, and it's theft, and it's destruction of property, and it'","s vandalism, because this guy 
did not know that you were here
, Mira, and his widow doesn't either. What do you think 
she's
 going to think about it? And his kids? And this is a big story by now, it's all over the news, and up and down the country people are starting to say, hey, you know, I came home that one time and my back yard was all dug up, 
that
 was pretty spooky, or they're saying, you know, I had that water bill a"
"


She nodded again.


'He can't have any gravel on him,' said Lemoine. 'We'll have to dust him off.'


But she was already dismounting from the vehicle, going to the body, crouching down. Her face had a steely, vacant look, like a sleepwalker's.


Lemoine said nothing more. They knelt on either side of Darvish and lifted his torso until he was sitting upright, and 
299
then they lugged him to the four-wheel drive, Lemoine carrying his head and shoulders, Mira his feet. Staggering slightly, they folded him into the back seat and Lemoine got in beside him to make sure he didn't topple out. Mira got back into the driver's seat and started the engine. Keeping the car in neutral, she released the parking brake and coasted down the hill to the gate, only jamming the gear stick into second when they approached the inner keypad, so she could lean out and press the button that opened the gate from the inside.


They","only had a few seconds to exit before the gates closed again. Mira drove neatly through the gap and pulled up beside the SUV. It was locked, and Lemoine had to fish for a moment in Darvish's trouser pocket to find the key. They opened the driver's door and lugged his body from the four-wheel drive into the SUV, first dusting him down for any gravel that might have caught in his clothing and checking the treads on the soles of his shoes. Lemoine had just strapped him into his seatbelt and was backing"
"of the little strip of road that comprised the petrol station, a row of souvenir shops, and two shuttered-up roadside cafés. The van turned left again, and then right, into a driveway, and finally came to a stop beside what appeared to be a stuccoed single-storey house: through the van's side window Shelley could see a mossy drainpipe and a frosted bathroom window that was speckled black with mould. The driver cut the engine and got out and walked away, and about a minute later, Shelley heard footsteps coming back again, and then the rear doors of the van were thrown open, and there was Mira, still dressed in the jeans and patched woollen sweater she'd been wearing the previous day.


They stared at each other.


'Where are we?' Shelley said at last.


Mira didn't answer right away. Then she said, 'Somewhere we can talk.'


Shelley sat up, peering out at the deserted residential street over Mira's shoulder, all the colours soft and liquid","in the early-morning winter light, and for a brief second she allowed herself to hope that the stranger in the driveway had only been a simulation after all. She turned to look over her shoulder at the windscreen – but it was cracked all the way across.


'Come on,' Mira said.


Shelley got out of the van and Mira shut the rear doors quietly behind her and locked them. The house was painted yellow, with lace curtains at the windows, and three ascending panes of glass in the front door. Mira opened the door with a key and then"
"accepted. It's going to happen. They just haven't quite closed on all the contractual stuff. There was this sideline thing, this conservation pr … – it doesn't matter. The owner—' Mira took a ragged breath, looking down at the worktop. 'The owner's name is Owen Darvish.'


Shelley was still nodding. She saw the man's corpse in the red tail lights of the van.


'I was going to tell you,' Mira said, still without turning. 'At the hui. But then Tony was there, and I guess he just made me nervous, and I forgot to mention it, and then afterwards … I don't know. It felt like it was too late.'


'It's fine,' Shelley said. 'Honestly, don't worry about it,' and in her mind she heard Lemoine saying, 'Don't worry. He isn't real.'


Mira turned to face her at last. 'I didn't know that he was coming home,' she said. 'Nor did Robert. And the gate – Robert changed the","– I mean, there was something wrong with the gate. So I guess he – he climbed over.'


Shelley was still nodding. 'It's fine,' she said again. 'It's totally fine.'


'Shelley,' Mira said. 'Stop.'


They were both quiet. Shelley fixed her gaze on the cupboard over the worktop, which was still open. She ran her eye across the labels of all the jars and cans. All the items had been neatly arranged, and bizarrely she registered the observation that"
"picture-side up, she began to sort them into categories, discovering to her contentment that the texture of the retrievers' fur and the repeated weave of the basket made the puzzle much more challenging than she might have expected for a thousand-piece. She had found all the edges and two of the puppies' faces by the time she heard the bedroom door opening quietly behind her, and then footsteps, and then a jointed squeak as the curtain to the hallway was pulled back.


She didn't turn. Several seconds passed in silence, and then she felt a disturbance in the air as Shelley let the curtain fall again. A door opened and closed, and a minute later, Mira heard the water going on. She continued with her puzzle, concentrating on the handle of the basket, which was tied with a tartan bow. Presently the water shut off and Shelley re-emerged, wet hair wrapped in a towel, smelling of Imperial Leather soap and toothpaste. She came around the sofa and went through into the kitchenette, keeping her back to Mira as she opened and closed all the cupboards and drawers",", eventually taking down a box of risotto, a can of mushrooms, a jar of dried herbs, and a bottle of oil. When the meal was cooked, she divided the food into two equal portions and brought the bowls into the living room, setting them down among the puzzle pieces on the coffee table.


'Thanks,' Mira said.


Shelley didn't answer. She sat down cross-legged on the floor and picked up her bowl to eat, her eyes on the puzzle as she chewed, and presently she put down her"
"'He drove up to the barricade,' he said. 'He got out of the car and walked around a bit and then got back in again. From the tyre tracks it would seem that he then tried to make a three-point turn to head back home, but he cut too wide, and the car went past the end of the guard rail and over the cliff. It rolled a couple times on the way down, and the fuel line was damaged, so by the time he was found, which wasn't till this morning, everything was pretty badly burned. His phone was in his pocket; between that, the odometer, and the highway cam in Thorndike, they'll be able to come up with a pretty good sense of his last movements. Of course they'll do a post-mortem, but I doubt they'll find any alcohol in his system. Certainly no sign of tampering on the car. Sure, there are a couple of unknowns. We don't know why he drove up there. We don't know why he lost control of the car. But there was nobody up there last night. 
316
No sign of struggle. And he","had no enemies to speak of. So I can't see they'll have any reason to investigate.'


Mira's eyes were still shut. 'What about Birnam Wood?'


'I don't see how that's relevant. The satnav on the car will show that he never made it home. He's never had any contact with any of you before. There's now a paper trail to show that he was coming down to meet with you this morning, but we were all at the farm last night, and he wasn't. Seems pretty straightforward to me.'
"
"ed – and for which Mira, this time, only had 
herself
 to blame. For Shelley had cultivated her resentment, thought Lemoine. Being perpetually overlooked had deadened her, had sharpened her determination to prove to everyone around her that she was not just a mediocre also-ran, not just a middle manager, not just Mira's understudy always waiting in the wings. Mira's ambition had a limit. She wanted to suffer for the things that she'd done wrong, not to get away 
320
with them, and bury them, and profit from them, and triumph over them, and shame the world by her success like him – and like Shelley. Shelley had seen a chance to capitalise, and she had seized it. Shelley had turned a handicap into a strength. Shelley was the asset here. Shelley was the one he could depend on. Shelley was the one he could use.


It was late, but before Lemoine undressed and got into bed, he sent an email instructing his PA in Palo Al","to to courier a file of paperwork to the Darvish farm as soon as possible, with the envelope made out to Shelley Noakes. He checked the Korowai surveillance feeds one last time before powering his laptop down and turning out the light, calculating as he drifted off to sleep that he had been awake for almost forty hours.


Lemoine had not stayed in Thorndike a moment longer than he'd needed to. After Shelley and Mira had departed for the safe house early that morning, he had walked down the hill to the she"
"in Wellington with the family. Depends on what they want. But I'll be reachable.' He put his hand on the car door, and then pretended to hesitate. 'You know,' he said, his eyes sliding off into the 
324
distance, 'it's strange; I've got no religion, never had it, never going to have it – but just now, I thought of Owen, and I felt this urge to cross myself.'


He woke late the next morning and turned at once to his surveillance feeds. It was raining in Thorndike, so his visibility was compromised, but he made a low pass over the lookout and saw that the wreckage of the SUV had been removed and the gravel verge beside the barricade was clear. Perhaps that meant the body had been formally identified already; he checked the news, but the article had not yet been updated from the version that he and Mira had read, as one, the night before. He switched to the feed over the shearing shed – nothing; the rain had driven Birnam Wood inside – and then to the feed over the safe house, which told him","little more: he could make out the rear bumper of Mira's van, protruding beyond the roof of the carport, and nothing else. Out of habit, he checked the feed above the leaching pits in Korowai, but it was raining harder there, and it took him several minutes even to confirm what exactly he was looking at. He could see no human movement anywhere.


He went for a swim, made a smoothie, and then called Jill Darvish.


'Day two,' he said when she picked up. 'In some ways,"
",' she said. 'Really, thank you. Thanks for calling.'


He hung up, frowning, and then swore aloud into the empty room. He'd miscalculated. Badly. He had taken Owen Darvish at face value. More to the point, he'd taken the knighthood at face value. He had been so bored by all the endless talk of orange-fucking-fronted parakeets and fairy terns that he'd failed to see that Darvish had never been moved by any deep environmental passion or ideal. The conservation project had just been a way for him to profit by association, to raise the profile of his business, to play around with gadgets, and to bask in a billionaire's reflected light. Darvish hadn't been a conservationist. He'd just been an ordinary self-serving opportunist who had been knighted for no better reason than political expedience and plain dumb luck.


And now Lemoine had a serious problem. Jill Darvish didn't believe the story he had told her. It wasn't 
him
 she dis","believed – he still had her trust, at least – but she was already suspecting Birnam Wood. The splinter was beneath her skin; it was in her bloodstream; it was travelling. Sooner or later, she was going to want to meet the group, the young women especially, those attractive, energetic, vital young women, all fit and tanned from all the time they spent outdoors – and then she'd learn that Mira had been at the farm the longest – and then she'd learn that Mira was the founder of the group – and then she'd want to"
"door, feeling a wave of nausea and the stinging onset of a headache. He got into the driver's seat and shut the door, but he could still smell it. He put the key in the ignition and cracked the window to refresh the air.


Then he sat shivering, still soaking wet, still breathing hard, his pulse still throbbing in his neck.


The government's proposal had not been scrapped at all. They hadn't caved in the face of public pressure. They hadn't respected peaceful protest. They hadn't capitulated to the public mood. They had simply begun mining the country's national parks in secret, against the will of the people, without the 
knowledge
 of the people, illegally, immorally, without environmental oversight, or oversight of any kind – 
and
, given the Autonomo connection, in collusion with a foreign company, to boot. It was a theft of historic proportions – it was conspiracy and corruption at the highest level – it was an offence against democracy – it was the","gravest conspiracy, the most shocking lie, the most egregious rape of nature and abuse of power, in the entire history of his country – it was treason. 
Treason
, Tony repeated dumbly in his mind, thinking how antique and even fanciful it seemed.


He was so staggered that he started to laugh, but his laughter subsided almost at once, and in its place he felt a wave of fury and despair roll over him at the sheer inexorability of late-capitalist degradation not just"
"kept driving five minutes more, then ten, then fifteen, until he was desperate; at last he couldn't wait any longer, and he pulled off the highway into a gravel lay-by that looked out over a ravine. Experimentally, he turned off the engine and cracked the window, listening hard, but he could hear nothing but birdsong and the wind in the trees. He got out of the car and shaded his eyes and looked up. The sky was a liquid cyan, high and clear after the rain, white clouds scudding in the north and in the west. He scanned the horizon until his eyes began to water, and then he relieved himself as quickly as he could and got back in the car. He checked the clock on the dashboard: he had been driving for forty-five minutes at an average of roughly eighty k's an hour. Say sixty kilometres, then, maybe a little less, as the crow flew – as the drone flew – to account for the curves in the road. Call it fifty. Could a drone fly that far that fast? And how long could it go before refuelling? Tony didn't know, but he felt fairly certain","that he'd left the thing behind.


He was about to resume his journey when two SUVs with dark-tinted windows screamed past him in the opposite direction, heading for Thorndike. Barely a second later, he heard the squeal of tyres, and the second of the two vehicles reversed back past the lay-by at high speed and then careened sharply sideways to block the bridge over the ravine. The first wasn't far behind: it also reversed past Tony and made a screeching handbrake turn, 
"
"Shelley wasn't there. Mira set the mugs down on the coffee table. She peered around the hallway curtain. Both bedrooms were empty. The bathroom was, too. Mira's heart had plunged into her gut. Her breathing had quickened, and her peripheral vision was turning dark and telescoping – and then a second later, the front door opened and Shelley came back in.


They looked directly at each other for the first time that day.


'The van's fixed,' Shelley said. 'The glass looks really clean and shiny though. We might want to drive on a gravel road or something for a bit before we head back. So it gets dusty.'


'Good idea,' Mira said.


There was a pause, but neither of them looked away.


'I didn't hear you go out,' Mira said.


'Yeah, just now,' Shelley said. 'Just to look at the van.'


'Yeah,' Mira said. 'I didn't hear you.'


Another pause.


Sh","elley came forward and picked up one of the mugs. 'Well, thanks for the Milo.'


'Shelley,' Mira said. 
341


'Yeah?'


'This … intervention that we're on.'


'Yeah.'


'Did it work?'


Shelley frowned at her. 'What?'


'I mean, when we go back tomorrow, what do we say? Did it work?'


'Yeah,' Shelley said. '"
"the screen, and then tilted it to Shelley: it was an incoming call from a blocked number. 'That's creepy,' she said. 
345


'Answer it,' Shelley said.


She answered it.


'What are you doing?' snapped Lemoine in her ear. 'What's going on?'


'We're heading back to the farm,' Mira said. 'We just saw—'


'Don't lie to me,' he said. 'Don't fucking lie. I know where you are. I'm looking at you right now. What are you doing?'


Stupidly, Mira looked out the windscreen at the native bush. 'What?' she said. 'What do you mean?'


'We agreed you'd go straight back. No detours, no nothing. What the fuck are you doing heading into Korowai?'


'We were getting the windscreen dirty,' Mira said. 'So it didn't look so new. It was Shelley's idea.' There was a pause, and then she said",", 'Robert, we just saw this guy, just now, like a soldier, maybe, with a gun, like a rifle—'


'Go back to the farm,' said Lemoine. He sounded furious. 'Right now. Go back and do what we agreed and shut your fucking mouth and stay there.'


'Wait,' Mira said, 'Robert—' but he had already hung up.


She and Shelley looked at each other.


'Something's wrong,' Shelley said.


'He didn"
"'d eaten those already. 
349
A Peanut Slab. His breathing was rasping in his throat. He thought about his laptop, abandoned under the passenger seat of Veronica's car. He thought about Veronica's car. He had left the keys in the ignition. Stupid. He should have thrown them into the ravine when he jumped.


He wondered if he should try turning on his phone. Service was patchy out in the bush, but it was possible that he might get a signal; he remembered his first night out in Korowai, and how oddly disappointed he had felt to find that even in the wilderness he still had ready access to the Web. He wouldn't be disappointed now. Maybe he should just do it, he thought, his vision blurring again. Maybe he should just get out his phone and turn it on and call the police. Or Search & Rescue. Or his mother. He could call his mother and spell it out to her, the whole conspiracy, the drones, the call with Darvish, everything he'd seen, so that even if they used the","signal to locate him, even if they came with guns and killed him, even if they found the roll of film in his pocket after he was dead and exposed it to the light and then cut it into little pieces, even if they burned his notebook and took apart his Dictaphone and smashed his laptop and his phone, even if the police and Search & Rescue and all the emergency services were all complicit with what was going on in Korowai, all bought by the government, all bent, all bribed and blackmailed into silence, even if the whole conspiracy was covered up"
"for next time, he thought, and almost laughed. The electrolytes and the bite of chocolate had revived him. He wondered what he could forage to stretch out his meagre food supply. He knew that horopito leaves were edible, and he might get a bit of nourishment from chewing manuka or kanuka leaves. He'd recognise puha if he saw it; but beyond those few plants, he had no idea what was poisonous or not. He'd be too frightened to try a mushroom in case it was deadly. It wasn't the season for berries, but he'd be too afraid to try those too. He could try robbing nests for eggs, he supposed, but that would involve climbing trees. He didn't know the first thing about fishing. Or hunting. He wouldn't even know where to begin.


The light was thinning – it was probably getting on for four or five in the afternoon – and it seemed to him that the sky was a little brighter to his right than to his left. Sunset was in the west; he'd head towards the light till darkness fell,","and in the morning he'd keep going with the sun behind him. He'd listen out for running water in the meantime; the creeks would be swollen after the rains. He wanted to live. Tony buckled his backpack tight around his waist and set off, grunting in pain with each limping step, and as he moved on, a fantail swooped to land on the patch of earth where he'd been standing, dipping and hopping and looking for the tiny bugs that he'd stirred up.




 




"
"cutting over her. 'What happened?'


'Katie just said there was a disagreement,' Veronica said.


'Between who? Tony and …?'


'I guess … everyone else,' Veronica said.


'What was it about?'


But Veronica was backing away. 'You should really ask Tony,' she said. 'Sorry. I shouldn't have said anything. And he's really not a shithead. He's just my brother. And I'm actually really happy you guys hooked up, I really am. Sorry, Rosie. Sorry!'


Red-faced, she scuttled down to the other end of the gym, where she put her earbuds in and climbed on to the elliptical and began straining at the handles and the pedals with greater vigour than the machine's settings would permit, and although Rosie had only been on the treadmill fifteen minutes, she gathered up her towel and her water bottle and headed to the locker room to change.


She knew that any self-respecting person in her situation would just delete","Tony's number and move on. The whole dreary picture was in focus now: the fact that on the night they'd got together, he had come to the Fox and Ferret straight from Birnam Wood; the fact that when they'd gone out for dinner a few nights later, he had seemed strangely defensive about the article that he was writing, deflecting her questions, not looking her in the eye when he spoke about it, and changing the subject as soon as the opportunity arose; the fact that he'd left for 
358
Thorndike with such ur"
"7 21:49. A second later, a grey bubble appeared, the three animated dots showing that Mira was composing a reply. Then Rosie saw something strange. The grey bubble froze, and then a second later, it disappeared, and the tag changed from 'read' back to 'delivered'. Rosie blinked. She was sure she had never seen that happen before. There must be a bug in the system, she thought, and exited the app; but when she opened it again, the tag still said 'delivered'. She checked again several minutes later, and then again before she went to bed, and then again the next morning when she woke up, but the read receipt never altered, and Mira never replied.




 




The return to Birnam Wood had been easier than Shelley had expected. She and Mira had rehearsed answers to a range of possible questions about their ersatz intervention, but luckily the others were too polite, or too embarrassed, to press for details, and after an awkward round of how's-it-goings and glad-to-have-you","-backs, it was a relief to be able to change the subject to the file of paperwork that had arrived by courier that morning. Opening it, Shelley had been even more relieved to discover that quite a lot of writing and planning and budgeting needed 
362
to be done, and they had all fallen into a discussion of fiveyear plans and vision statements and the dos and don'ts of nonprofit messaging so naturally that for a time she had forgotten all about Owen Darvish, and the creepy house in Thorndike, and the active threat against"
"olk please? Because I think we all moved on from that topic just a 
little
 bit too quickly.'


'Actually,' Mira said, 'I want to say something.'


Shelley's heart swerved when she saw the expression on Mira's face, calm despite the high colour in her cheeks, and grave, and deadly certain. She tried in vain to catch her eye, terrified suddenly of what Mira might be just about to tell the group, wondering what she could possibly do to prevent it. Upend the table? Start screaming? Stage a fit? She felt as though her mouth had filled with sand.


Mira had taken a moment to collect herself. Now she looked up.


'Earlier today,' she said, 'when we were talking about all the legal stuff and public messaging and all of that, I had a kind of moment of clarity about myself. I had to go off and be alone and think about it, but now I have, and I've made up my mind.


'You're totally right,' she said to Jessica, 'I 
was
 being weird just now",". I've been weird all day, I've been in my head, and I'm sorry about that, but what I've decided' – she took a breath 
366
– 'is that when we incorporate, I don't think that I should be Executive Director. I think it should be Shelley.' Her blush was subsiding; her gaze was clear and level now. 'I realised today that I just don't have the head for it,' she said to Shelley. 'You do. You've been right at the heart of Birnam"
