prefix,suffix
"ial, Philipose leans heavy on crutches, looking out the window to where the plavu once stood. Without asking anyone, Shamuel has cut down the remnant of the plavu. Shamuel vented his fury and his grief, savaging the tree with his axe, and Philipose only wishes he could have been there to take the place of the tree, so the old man's axe might have torn into his own flesh. Joppan came uninvited to join his father, to help him—indeed, to take the axe from him as Shamuel's blows became increasingly wild and reckless, and soon Yohannan was there too with others, and this time they spared none of it, attacking it viciously, digging out every last root and then filling the crater so that not even the scar of its existence showed, a brutal execution for a cursed tree. Philipose wishes they had finished him too, buried him in that spot, in that muddy soil where already the moss fed by blood and monsoon rain grows to conceal any trace of where a tree once stood in Parambil.
Shamuel","tells Philipose later that they found a piece of Ninan's shirt on the penultimate branch, twice as high as where his body was impaled. He says nothing more, but both men picture the little fellow getting his shirt caught on that high branch, dangling there momentarily before the fabric tore and he plunged down onto the pointed, upturned spear of the branch eight feet below. Philipose was in his study, working. He never heard the fall, only the mother's subsequent scream.
There is far too much light in this bedroom now—ob"
"she is close to term, has grown out of the pelvis, pushing bowel and bladder back and out of its way as it reaches the ribs, completely occupying the abdomen. It's the only reason she will have been spared torn intestines: the blade simply pierced the abdominal skin and muscle and encountered a bigger, thicker, and stronger muscle: the uterus. It made a slit, a porthole in the womb, and the baby reacted like any prisoner: it reached for daylight.
The infant's fingers are curled into a fist, the gossamer nails shining like glass. Digby swabs the wound and the fist with antiseptic while making these observations. The iodine stings the mother but doesn't seem to bother the baby. Had she presented to a hospital, they'd certainly have done a caesarean. In theory, Digby could do one. He has chloroform stored somewhere, if it hasn't evaporated. But lacking good abdominal retractors and with no capable assistant, a caesarean in his hands could easily","endanger mother as well as baby.
He ponders his options. But he's distracted by a compost-heap, cheap-tobacco stink that reminds him of the Gaiety in Glasgow, a memory better buried. He turns to see Skaria at the window ledge, the vile cheroot on his lips. The man knows better than to smoke indoors or around Digby. But the flustered compounder couldn't help reaching for the soggy stick, like a baby seeking a nipple.
Digby's left hand, now"
"comes from him. Forgive me, Lord, for what I said. What do I know? Forgive me for thinking that my little world is all that matters.
After a short boat ride, they walk home from the jetty. She thanks Uplift Master. She sees Parambil ahead, a faint silhouette against the sky, just as she saw it as a bride half a century ago. No lamp has been lit, and no bulb turned on, which only deepens her annoyance with Philipose.
When the messenger arrived with the news that Chandy had suddenly passed away at his estate, she'd hurried to tell Philipose. ""You must go. Be with your wife,"" she had said. ""Then maybe, after a few days, you can bring her home."" He'd been reading in bed, his pupils tiny pinpricks. He'd laughed. ""Go? Go how? I can't stand up for long, let alone walk any distance. And why should I go with my crutches and sit there like a pimple on her forehead that she doesn't want? She blames me. I am to blame."" He was now","so guilt-ridden that whenever she scolded him, he welcomed it. She'd given up and asked Uplift Master to accompany her. ""My son has become a knife that can't slice, a fire that can't warm a pot of coffee.""
Baby Mol has divined already that her mother is back without Elsie. She retreats from her bench to her mat. Big Ammachi hears her sniffles. Baby Mol so rarely cries.
Big Ammachi lights the lamp. Philipose hobbles out of his dark room,"
"s in a frenzy, mounting his bicycle and pedaling furiously. He nears the end of the driveway, weaving around puddles, picking up speed, exhilarated—
When he opens his eyes, his vision is obscured. Even a lover of soil doesn't choose to embed his face in it. How long was he unconscious? Rain hammers down. He turns to one side. A pair of bare feet approach, fair at the ankles and painted bronze with mud below. Elsie helps him sit, then slowly rise. ""I don't know,"" she says when he asks what happened. ""I happened to look out and saw something on the ground. Then you moved."" Skin is gone on his elbow. His left knee throbs. His shoulder aches. He leans heavily on the crooked bicycle as they head back in silence, both of them drenched. He feels for the box in the waist of his mundu, relieved that it's there. He needs it badly, but not in front of her. Suddenly he bursts out, ""Elsie, we can start","again. Build a new house elsewhere on the property. Or move away."" She doesn't look at him or answer. After a while he says, more to himself than to her, ""How did it get this way? It's all my fault."" Rain, or tears, or both streak down her face.
In his room—once their shared chamber—he hurriedly rolls a pearl, an extra-large dose for the pain in his knee, his shoulder, his ankles, his head . . . and his heart. After bathing, he drifts off, floating in"
"in from outside. And those tools: the mallet, big chisel, and the rasper? The blacksmith, no doubt. It pains him to think that she converses more with Shamuel and the blacksmith than with him. But the feeling passes when he realizes that the ambition of this undertaking means she's staying! He stands, mesmerized, watching her swing the heavy mallet with practiced, masculine strokes, her hips swaying to the rhythm. She's so absorbed in her task that not even a stampede of elephants would distract her. He retreats to his room to work, inspired by her example.
He intends to join the family for lunch, if not for dinner . . . but he drifts off. It's midnight when he wakes up. The house is still. He randomly opens a page in his bible, The Brothers Karamazov. Even when he isn't paying attention, the feel of the words, the cadence, and the reentry into the dream in Dostoevsky's head are soothing. He reads: God preserve you, my dear boy",", from ever asking forgiveness for a fault from a woman you love. ""Chaa!"" he says and puts the book down. For once, Dostoevsky's tone is contrary to his mood.
The next morning, Elsie is neither in the kitchen nor in her workspace. When he goes to the room where the three women sleep, Baby Mol stops him, finger to her lips. ""You can't go in.""
""What? It's nearly ten. Is she not well?""
His mother walks by and says, ""Shhh!"" Has everyone gone mad? When Els"
"collection of mallets and her chisels behind the bookshelves in his room.
He waits on the verandah in the predawn for Shamuel. The previous night's storm has littered the muttam with dead leaves and palm fronds. At last Shamuel appears, standing there like a dark totem, naked from the waist up. The beedi scent Philipose associates with the old man clings to him, just like the threadbare plaid thorthu that was wrapped around his head when he walked over but is now draped over his shoulder out of respect for the thamb'ran. Shamuel's mundu is half-hitched and his kneecaps are pale saucers. He's all gray now, even the eyebrows, and there's gray in the depths of his pupils too.
""Quite a rain last night,"" Philipose says. He knows he's a disappointment to this man who has loved and served him since he was born. The old man studies his sling, sees the bruising. ""Let's see, Shamuel . . . today . .",". remember to take rice to the mill for grinding.""
""Aah, aah,"" Shamuel says automatically, though he ground the rice the previous week.
""And ask the vaidyan to come by."" Then before Shamuel can ask why, he adds, ""But before all that, get some help and move that stone that Elsie is working on.""
""Aah, a—"" Shamuel catches himself. ""You mean the big woman?"" So he's seen her evolution too.
""Yes. Please move it first thing. Don't wait,"" Philipose says"
"since Big Ammachi last saw her in church. Hiding behind her is a frail little girl wearing oversized shorts tied with shoestring; her eyes are larger than her whole face.
""So, who's your little tail there?""
""That's my Hannah!"" says her mother proudly, showing more teeth than a mouth should be able to hold. The dried stains in a concentric pattern on Anna's chatta do not escape Big Ammachi's notice. So it's breast milk that keeps the little bug-eyed angel from starving.
""Aah, I'm thinking Hannah might want to eat something,"" Big Ammachi says, dismissing Anna's protests and stepping into the kitchen. While the two eat, Big Ammachi asks about the absent husband.
""Ammachi, bad luck followed my poor husband like cats behind the fishmonger. He fell asleep under a palm after drinking toddy and a coconut cracked his ribs. Such bad luck."" Big Ammachi ponders Anna's charitable view of her husband. ""Then he lost his job and couldn","'t find work. He was frustrated. One morning he decided he was going to sneak onto a train going to Madras, Delhi, or Bombay, and find work. That was three months ago. There's no paddy in the house,"" says Anna still grinning, as if describing yet another comic turn in her marital adventure, even as her eyes get wet. ""I want to find him, but how?"" She dabs at her cheeks. ""When Hannah grows up and asks me if I did everything to find her Appachen . . .""
Big"
"her tongue!"" Anna Chedethi says. Elsie's eyes roll back, showing only the whites. And then she convulses, her limbs flailing, her body rattling the bed. Big Ammachi gathers Elsie's head to her bosom, as though to deny whatever spirit is taking possession, to keep it from whipping Elsie to and fro. After an eternity, the intruder retreats. But it has taken Elsie with it: she is limp, her breathing coarse, her eyes half open and gazing to the left. She is unconscious.
Big Ammachi folds Elsie's legs once more so that her heels rest on her buttocks. To her dismay, the view hasn't changed. She washes her hands in hot water, thinking through what she should do. She removes her ring and smears coconut oil on her right hand, past the wrist.
""Anna Chedethi, kneel on the bed. Put your hand here on her belly and push when I say so. Lord, my rock, my fortress, my—well, you heard me before,""","she says in the same stern voice she used with Anna Chedethi. But for the convulsion, they might have waited for nature to take its course, for the baby's bottom to stretch the canal, for Elsie to push . . . but the passage looks as wide as it is going to get, and an unconscious Elsie can no longer bear down.
She gathers her gnarled fingers into a bird's beak, then insinuates them into the birth canal. Her fingertips ease past the baby's bottom, spreading out, worming their way up"
"perfect, perfect child.""
Philipose doesn't say a word. He doesn't look at the baby, his face so anguished that it's as if Baby Ninan has died once more, the bloody corpse with its horrible entrails still in his arms.
""Mariamma,"" Big Ammachi announces in a strong voice. Elsie wanted that name. She's not waiting for her son to express an opinion. ""The baby's name is Mariamma.""
Yes, it is Big Ammachi's very own Christian name. Mariamma. A name no one has called her in the memory of anyone present, a name that hasn't been uttered since she came here as a twelve-year-old bride.
Elsie is conscious but confused, and so very weak from blood loss. It is three days before she can sit up without feeling dizzy. Her recovery is painfully slow. She's in no condition to breastfeed. The smiling, gap-toothed Anna Chedethi nurses the baby, which to Big Ammachi is proof that Hannah is still suckling at night for comfort. If Big","Ammachi had known, she'd have scolded them both. Now she says a prayer of thanks.
Only on the fifth day does Big Ammachi bring Mariamma to her mother. She's startled to see the same haunted, wretched expression on Elsie's face that she'd puzzled over before labor. Elsie looks at her daughter with great tenderness, but that sentiment is overshadowed, drowned out by inexplicable sorrow. Her hands are like floppy leaves, and she makes no attempt to reach for the child. After an etern"
"faint memories of those times. But when he was four or five, his father had got into trouble. Lizzi sold her last pieces of jewelry to buy a shack on a tiny plot; it was to ensure she was never again homeless. She forbade Kora from borrowing or doing anything but working for a wage. The shack is where they had lived ever since, the place his father calls ""Manager's Mansion.""
Lenin feeds the cow and brings water back to the family. He tries to get his mother to drink, but she cannot. His mother lives by ""Tell the truth and tell it early,"" not ""Everything will be all right."" Her husband cannot find work or hold down a job. It is Lizzi's skill as a midwife that brings in coin, or meat and fish. She learned from a woman in the Wayanad estates. Two weeks ago, Kora came home late at night with the cow, saying he'd won it in a game of chance. Lenin had never seen his mother so angry. She insisted he take it back. His father looked frightened; he would be beaten up if he tried, he","said. The cow isn't allowed to leave the vicinity of their shack. And after all that, its udders are empty.
Lenin stays outside the house most of the day because it's disturbing to look at the family. At dusk he searches the kitchen but finds nothing but spices; he chews on a clove. His hunger is an ache. He tries smoking a beedi nestled in his father's box of asthma cigarettes. Before Lenin sleeps, he tries giving each of them water. He still cannot rouse his mother"
"God gave us a beautiful girl, and it's a good thing, because more foolish men we don't need. There are too many of those standing here already."" She remembers another observer, a silent old man who had held vigil outside the room where Elsie had labored, and who later looked on as the women lit the lamp; Shamuel was a stickler for tradition, but she thought he approved of the lighting of that velakku.
She's brusquely returned to the present by her granddaughter shaking her shoulder, saying, ""Ammachi! Tell me! The lamp that night when I was born . . . What happened? Tell me!""
""Aah, the lamp . . ."" she says. Philipose listens with the dignity of a man who has come to terms with his past. He knows just where his mother's thoughts had taken her. ""I made Anna Chedethi polish that velakku until we could see our faces. It took three of them to move it over there, between the two pillars. She poured oil, put fresh wicks—four at the top, then six, eight, ten, twelve,","fourteen, then sixteen. I carried you and I said to the ladies, 'This is our night!' Women came from the Parambil houses and beyond, from every direction, because they heard about it and because they saw that lamp from far away. They brought sweets, coconuts. It was your night but also our night. In the whole of Christendom, no one celebrated the birth of a girl the way we did the day you were born. I said to them, 'There'll never be another like my Mariamma, and you can't begin to imagine what she's going to"
"to be a nun.
Without Hannah, Mariamma must puzzle over her dream alone. Why was Shamuel in it? Everyone talks about Shamuel in the present tense. Can a person really be dead when he is talked about as though alive? She remembers the day Shamuel went missing. He'd gone to the provision store, and when he wasn't back well after lunch, her father went out looking. He retraced Shamuel's route. At the burden stone, he was relieved to see Shamuel, squatting down, leaning against one of the uprights while his sack rested on the horizontal slab. His chin was on his chest, as if he were sleeping. But he was cold to the touch. Shamuel's heart had stopped.
It was the first death in Mariamma's young life. She remembers her father leaving on his bicycle for Iqbal's godown, and returning with Joppan sitting sidesaddle on the horizontal bar. She'd never seen tears on the faces of grown men until that day. They laid Shamuel's body outside his h","ut in a coffin that rested on top of the old trestle that he loved. So many came to pay respects—it was as though a maharajah had died. Big Ammachi's grief had scared Mariamma; her grandmother wept by the casket, touching the forehead of a man who she said had watched over her from the day she arrived in Parambil sixty years before. They buried Shamuel next to his wife in the cemetery of the CSI church. Much later, her father and Big Ammachi had a brass panel"
"was talking about. ""Sophisticated"" implied that people like Joppan or Shamuel were not entitled to use history and reason and their intellect.
Philipose said, ""I take it the answer is no.""
Joppan said, ""I love Parambil. There's not a field here you and I didn't play on, or I didn't help my father harvest at one time. But I can't love it the way he did. Because it's not mine. But there's a bigger issue. Call me manager, reward me well, but for your relatives I'll still be Shamuel pulayan's son, Joppan pulayan. The one whose pulayi wife weaves ola and sweeps the muttam of Parambil. I can't do much about being called a pulayan. But I can choose whether I want to live like one.""
Soon after their first conversation, Philipose had gone back to Joppan with a second offer: they would give Joppan twenty acres of rough-cleared land that had never been cultivated, land that would be his very own. The de","ed would be held in escrow for ten years, during which time he would manage all Parambil lands, getting 20 percent of profits but without a monthly salary. After ten years he could move on, or they could negotiate a new contract for more land. Joppan was shocked. Big Appachen had laid claim to over five hundred acres, more than half of it rocky and steep or consisting of sunken swamps. He'd rough-cleared about seventy acres closest to the river and half of that was under cultivation. Joppan would own more land than"
"at the Maramon Convention. That and all is the Pentecostals. Here, we're . . . serious.""
McGillicutty's face falls. He's not one to speak in tongues, but when the Holy Spirit makes the impressionable babble, who is he to object? Such a sight can transform a tentful of sinners.
""Well . . . Give it your best? Try to match your tone, your gestures with mine. Passion! Passion is what I am after!""
A chemachen alerts them that they're on after the choir. McGillicutty retreats to a corner.
Uplift Master watches him walk away. The hubris of this jackfruit-face with no script! But then he's humbled to see Rory get on his knees and bow his head in prayer. It should neither surprise Master nor soften his heart, but it does both. He feels like a hypocrite—didn't he just lecture Shoshamma about passion? When McGillicutty rises, Uplift Master puts his hand on the white man's shoulder—something he's never done in","his life. ""Not to worry. My best only I will do. Passion will be there. Mostly there. As much as possible it will be there."" McGillicutty's relief makes Master feel he's done the Christian thing. McGillicutty thumps him on the back and then the reverend pours from a steel flask into its cup, offering it to his translator. Uplift Master sips and comes to a new understanding of the visitor, who motions for him to finish it. Then Rory downs a cup and sucks air between his teeth. Uplift Master"
"ety, are in a bind, because there's something unholy about such unbridled passion, not to mention the bizarre translation. But how can they keep quiet when their Savior's name is being sung out? They join in. ""Yesu, Yesu, Yesu!""
Chanting like this has never before been heard at the staid convention. The crowd is drunk with sound and cannot stop. Uplift Master feels the hairs rise on the back of his neck. Glory, glory, glory! Surely the Holy Spirit is here. He scans the crowd for Shosh­amma's face. Now do you see the passion?! Rory winks at him.
After a long time, the chanting finally gives way to thunderous clapping, the crowd applauding itself. The potten is received back in the children's section like Jesus entering Jerusalem, and his cheering friends lift him off the ground. The audience take their seats, smiling at each other, shocked at having broken their self-inflicted decorum.
""My friends, my friends,"" McGillicutty says. He takes Matthew 25:33","as his text, pointing it out to Uplift Master. ""The Lord will measure our lives on Judgment Day, and my dear friends . . ."" McGillicutty holds the open Bible to his chest and comes to the edge of the stage, looking as if he might cry. He falls to one knee and points his trembling finger heavenward. ""Mark my words, we'll have to ANSWER to him!""
Uplift Master thinks this is proof that the Holy Spirit is indeed present, as McGillicutty came up with the same verse as Lenin. Master, also"
"every step of the way. Even when I'm long gone, you carry my name. Never forget: I am with you always.""
Not long after Mariamma's departure, Baby Mol wakes from dreamless sleep and sits bolt upright, her pudgy hands clutching at the window bars. Seeing her daughter's terrified expression, gasping for air, sweat pouring down her face, Big Ammachi raises the alarm, certain her precious baby is dying. Philipose and Anna Chedethi come running. The veins on Baby Mol's forehead and neck bulge like rope, and bubbly froth comes out of her mouth when she tries to cough. But what is most shocking for a mother to witness is the fear on her fearless child's face. Gradually, as Baby Mol sucks in the fresh night air, she recovers. She falls asleep on a chair by the window, propped up on pillows.
By morning, in a hired car, they're at a government clinic an hour and a half away. If only the new hospital were already finished! The lady doctor gives","Baby Mol an injection to remove fluid from her swollen legs and prescribes a daily diuretic and digitalis. She thinks Baby Mol's stunted growth and bent spine have restricted her lungs; over time that has put a strain on her heart, and now fluid is damming up behind it.
After the visit, Baby Mol pees many times, and that night she rests comfortably. Only Big Ammachi lies awake, watching her little girl's breathing. The household is asleep, so she converses with the one who keeps vigil with her. """
"ced in its corner. The cellar below this room has been quiet for many years, the spirit there having found peace.
She sits for a moment on Baby Mol's beloved bench, still clutching the two cups, looking up at the rafters, then out at the muttam, taking it all in for the last time, her eyes misty. Then she rises and goes to Philipose. The radio is silent and he's busy writing at the small desk in his bedroom. He looks up and smiles, puts his pen down. She sits on the bed, where he joins her, and she hands him his cup. She doesn't trust herself to speak as she gazes at him. She loves her son so much, loved him even during the times when he'd been so unlovable, so enslaved by opium. She'd loved Elsie too, like a daughter. How terribly the couple had suffered. She sighs. If I haven't said what I need to say by now, it couldn't be worth saying. She laughs, conjuring up her husband and his silences. I'm becoming more","like you all the time, old man. Letting the spaces between words speak for me. I'll see you soon.
Philipose says, ""What is it, Ammachi?"" reaching for his mother's free hand and squeezing it.
""Nothing, monay,"" she says, sipping on her cup. But it isn't nothing. She's thinking of Elsie, of the drawing Elsie left behind: a newborn and an older woman—herself. Drowning accidentally is terrible, but to drown oneself deliberately is a mortal"
"Anita asked if she could push their beds together, and without waiting for an answer she'd huddled against Mariamma, the same way Mariamma had huddled against Hannah or Big Ammachi or Anna Chedethi. They'd both slept soundly.
Gargoylemurthy places Chinnah's hand in the hand of the cadaver, like a priest uniting the bride and groom. ""Here, macku, is your teacher!"" A smile cracks Gargoylemurthy's features. ""Chinnah, kindly shake hands with your professor! The Dead Shall Inform the Living. I am not the teacher. She is.""
Chinnah shakes his new teacher's hand readily, preferring it to Gargoylemurthy's.
Mariamma and her five dissection mates perch like vultures on stools around their slab, with ""their"" body. They're each given their very own ""bone box""—a long, rectangular cardboard carton—to take home. It contains a skull, its pieces glued together, the calvarium coming off","like a kettle top, and the mandible hinged in place; vertebrae strung together by a wire through the neural arch to make a necklace; one temporal bone; a sampling of loose ribs; a hemi-pelvis with a femur, tibia, and ulna from the same side; one sacrum; one scapula with matching humerus, radius, and ulna; one hand and foot, fully articulated with wire; and loose wrist and tarsal bones in two small cloth sacks.
Gargoylemurthy poses"
"study holidays she wakes from an afternoon nap to find a black-faced, wizened fellow with gray sideburns crouched on her desk, blinking rapidly. He must have reached through the window bars and worked open the bolt. When she tries to shoo him away, he bares his teeth and steps forward menacingly. The kurangu ransacks the desks for food and when he finds none, he pulls down the clothesline out of meanness before leaving. The monkey problem is truly out of control.
She seeks out Chinnah, their class president. He sighs. ""I've pestered the dean and the superintendent for help. Hopeless! I wanted to wait till after exams, but the monkeys have declared war.""
Chinnah was their unanimous choice for president, perhaps because of his coolheadedness on their first day with Gargoylemurthy. While the rest of the class is feverishly studying, Chinnah begins the Indo-Simian Campaign. He enforces the rule of no food stored in rooms; violators are shamed on the mess blackboard.","He pays street urchins armed with slingshots to sit on the upper balconies to meet the regular afternoon forays the monkeys make. Then, mysteriously, a pair of monkeys gets trapped overnight in the dean's office and another in the superintendent's office, destroying and soiling these rooms in their frenzy to escape. The next day, a work crew trims overhanging branches around the hostels and repairs window screens, and now garbage is collected twice a day. The blackboard in the mess hall proclaims NO MONKEY BUS"
"she's feeling. Has her hand strayed? Is it her fault that she has hold of his penis? Is it her fault that no clothing intervenes? What's in her hand is a firmer, less flexible, and bonier organ than she'd ever imagined it to be. Is she meant to name its parts? The suspensory ligament, the corpora cavernosa, the corpus spongiosum . . . ?
Her brain struggles to stay in the examinee mode in the face of an organ with which she has no direct experience, engorged or otherwise; but her thoughts slip from the realm of anatomy and regress into painful memories that make the bile rise in her throat: a boatman in the canal, flashing her and Podi from his barge as they swam; the stranger pressed up against her in the bus; a turbaned snake charmer who materialized across the street from the ladies' hostel and, on noticing Mariamma studying him, made as though to remove the cloth covering his basket, but it was his lungi he had hiked up and a different sort of snake sprang up","from his groin.
Why do men subject her and every woman she knows to this kind of harassment and humiliation? Is it only by forcing touch or by having an audience for their display that they know the organ exists? Earlier that year, when the ladies' hostel bus brought them back from a sari exhibition, a closed section of road forced the driver to detour through a narrow lane behind the men's hostel. A male student sat reading the paper while stark naked on the balcony. In an instant, he covered his face rather than his base. That was ­"
"irties."" He's smiling, but she doesn't like what she hears.
It's pitch dark when they leave, stumbling in the sand, holding hands. The last bus to the city has left. The old Mariamma would've panicked; this one couldn't care less.
The hand-lettered sign on the narrow, three-story lodge reads MAJESTICHOTELROYALMEELS, the letters squished together. A lone seated figure jumps to his feet, brandishing his towel like a whip, flicking dust off the chairs and dining tables. He's overjoyed to have customers. He leads the way up rickety stairs while Mariamma marvels at the steeple shape of his skull.
She lifts the thin mattress and scans for bedbugs. There's nowhere to sit other than the narrow bed. A naked bulb on the ceiling provides light. A raised door leads to a tiny bathroom with a squat-toilet, a tap, and a bucket with a mug bobbing in it. Cockro","aches scurry away when she turns on the light. She fills the bucket and bathes, washing off sweat, sand, and salt. Lenin lends her a mundu from his bag and she ties it under her armpits. Then it's his turn.
The boy who delivers the food must be the chef's son, because his skull is also shaped like a tower. ""It's called oxycephaly,"" she says to Lenin. He's impressed, but less so when she says there's no treatment for it.
"""
"There had been a palpable fear that the country was on the verge of a revolution. If peasant groups across India coalesced, they could seize power. The government responded by charging a secret paramilitary force to go after Naxalites with no oversight, no limits on their powers. They had dragged away two innocent boys in her college who had not been seen since. The Naxalite movement had been particularly strong in Kerala. She'd worried about her father becoming a target, but he reassured her that their holdings were tiny by comparison to those of the landlords further north, who owned thousands of acres; also, they had never had tenant farmers.
Mariamma returns to sit on the bed, wrapping the sheet around her shoulders because she's shivering. Lenin asks if he should stop. ""It's too late for that,"" she says. ""Go on.""
""I was in pain. It took me a long time to heal,"" Lenin says. ""But I had another kind of pain. It was the injustice and cruelty I had witnessed. I kept thinking of Acca, the","pulayi who saved me during the smallpox. What was her reward? To be driven away like a stray dog. The starving little boy—me—had promised her, 'I'll never forget you.' I didn't forget—that part was true. But what had I done for her? What would I ever do for her as a priest? I had 'lived the question' for a long time. In that bed, licking my wounds, I came to the answer. I had no choice.
""I told a Moscow regular that I wanted to contact Arikkad"
"of them. He smiles. Then reality intrudes.
He used to tease her by saying her eyes were devious, like a cat's. And that her piebald streak was evidence of her feline origins. Perhaps her eyes this morning reveal all the emotions that she's too shy to articulate. The hand that was draped over her now strokes her cheeks. She feels his beard, touches his scar. He draws closer. Why hold back now when she'll never see him again? She kisses, for the first time ever; kisses the man she loves. They retreat after the shock of it. The joy, the surprise on his face mirror her feelings. If she had doubts, she doesn't any longer. He loves her too. There's no holding back.
They fall asleep in each other's arms, legs intertwined, and their bodies covered with sweat. They only surface when sunlight chases the shadows out of the room and it gets hot. The world outside intrudes. But they don't move.
""I don't want anything to happen to you,"" she says",". ""Why can't it be just like this forever?"" Her breasts are pressed against his ribs. She grabs a fistful of his chest hair (what other biological purpose does it serve but as a handhold?) and tugs till he winces. ""What am I supposed to do now, Lenin? How do I live in a world without you? Never getting to set eyes on you. Wondering if I ever will. Wondering if you're alive. I can't even write to you!"" She's fighting back tears.
""Oh, Mariamma,"" he says"
"dilated. The chalkboard says she has been in labor for seven hours, yet the baby's head hasn't budged past the pelvic floor. Mariamma applies the funnel-­like stethoscope—the fetoscope—to the distended belly. Even with pin-drop silence, it's hard to hear the fetus. Akila says she must ""imagine the baby's heart"" to hear it separate from the mother's. Imagine! Suddenly she hears it, sounding like a woodpecker with a dull beak. Less than eighty is cause for alarm—this baby comes in at sixty. Now Mariamma's heart is racing.
""Staff!"" she calls out, but Akila has already sent over the trolley. The forceps, fresh out of the sterilizer, have steam rising off them. The strings of the plastic apron Mariamma grabs are still wet from the previous user. She numbs the vulval skin with novocaine to one side of the midline and cuts. Tiny, pulsating gushes of blood follow the track of the angled episiotomy sciss","ors. She's only used forceps once before. The paired forceps are like curved serving spoons with long, slim handles; when the spoons (or ""blades"") are positioned correctly, cupping the baby's head, the handles can be brought together and locked. But by the time one needs forceps, the baby's head is a soggy, swollen affair, with the landmarks hard to find. Using her index and middle fingers as a guide, she slides the left blade in and over the baby's head, then does the same on the right"
"ove the sick, each and every one, as if they were your own.""
That night she sleeps in Anna Chedethi's bed in the old bedroom near the ara, taking comfort in snuggling next to this woman who breastfed her, who was as much a mother to her as she was to Hannah. Anna Chedethi confides that Joppan has had a rough time. Iqbal had wanted to retire from the barge business. Joppan bought him out by taking out a bank loan, but to pay it off he had to work twice as hard, expanding his routes, taking on as much business as he could. Anna Chedethi says he paid his workers generously—he was one of them, after all. But he drove them hard. Before Onam, at his busiest time, his boatmen and loaders went on strike. They wanted part ownership of the company. Joppan tried to reason with them. Did they want a share of his debt as well? They weren't listening. He felt betrayed. ""You remember that Party fellow he campaigned for and helped to get elected from that district?"" Anna Chedethi says",". ""Well, he and the Party took the workers' side. Better to sacrifice Joppan's one vote than lose all the workers' votes. Joppan locked his workers out and tried to hire others. His workers sunk one barge and tried to set fire to his warehouse. Instead of giving in to their demands, Joppan closed the business. He let the bank take it. I don't know how much money he has managed to save, but I worry."" Mariamma thinks at the very least they won't starve; Ammini makes an income selling her"
"rijee's balls?"" she says, her expression deadpan. Mariamma bursts out laughing, shocked.
""Ayo, Madam!""
""That was an added recommendation, to be honest. I was a student here not that long ago. We had our Brijees, though no one quite as poisonous. Sadly, some are still around.""
Mariamma begins the next day, retrieving a specimen from a formalin tank that seems to contain a pile of forearms with hands attached. She dissects by the window where the light is best. She has a magnifying glass on a stand if she needs it. She must find the trunks of the median and ulnar nerves in the forearm and dissect out their branches to the fingers, or rather to the stumps, since this specimen lacks fingers. The trouble is the skin is as thick as an elephant's hide, more so than the usual formalin-preserved cadaver dissection. The fat and subcutaneous tissue feel rock-hard and glued to the skin; she must be so careful not to tear the nerve. She cannot use anything as sharp","as a scalpel or scissor when she might be close to the nerve. So for hours she digs, pushes, and scrapes with gauze wrapped over her finger, or with the handle of the scalpel—""blunt dissection"" they call this in surgery. She's like a hunter looking for tracks. The signs are subtle, like the faint and darker ridge of earth raised by an earthworm. She sits bent over the specimen, just as when she did needlepoint as a child with Hannah. Are cloistered nuns allowed such"
"ictured a scenario in which her living, breathing self still existed in the same universe as his, still practiced her craft. She had cause to run away from him. But from her own child? No, surely not.
Oh, Elsie. What kind of beast were you married to if the only way you could pursue what mattered to you was to sacrifice Mariamma?
The auction is to take place the day after next. The catalog might say ""Artist Unknown."" But two decades of newspaper work have taught him that what is unknown is often just undiscovered.
He must go to Madras. For all these years that city has been synonymous with his failure. Not even his daughter being there could entice him to board a train. The thought of it still made him feel breathless and break into sweat.
But he will go. He must go. Not just for answers, but to make amends.
The next morning, the Manorama's Cochin office manages the impossible. Standing at the reservations window a few hours later he collects his ticket. He's shaky, his palms sweating. He addresses his body:","We're getting on the train and that's final. Back at the Malabar Hotel, he pens a letter to Mariamma.
My darling daughter, I'm boarding the train to Madras soon. I will be there by morning. I'll probably get there before this letter is delivered. But you did say that after all these years if I did show up without warning you would die of shock. Hence, these words to say I'm on my way. I have much to tell you. The voyage of discovery isn't about new lands but having new eyes.
Your loving App"
", hands shaking, Anita at her side, she opens her father's letter.
My darling daughter.
She reads once, twice. He says that he's en route to see her. But not why. ""The voyage of discovery isn't about new lands but having new eyes""?
The words make no sense. She presses the letter to her lips, hoping for understanding. She catches the scent of his homemade ink: the unmistakable fragrance of home, of the red laterite earth he so loved.
At Parambil two days later, when Mariamma returns with her father's body, she and Anna Chedethi cling to each other like two drowning souls. Anna Chedethi is more than blood: she is now the last surviving member of her family.
Joppan is right behind Anna Chedethi, his face stony as he clutches Mariamma's hands, his eyes dark embers as though he's plotting vengeance against a God who took his best friend. Neither Anna Chedethi nor Joppan has any idea why her father got on the train.","
She barely recognizes the bag of bones who comes forward to console her: it's Uplift Master. Her father was his only supporter after the scandal around his employee's embezzling funds, though it turned out it was the bank that had suffered most, and the Hospital Fund was largely intact. Master had judged himself more harshly than anyone else. Still, he's the man for moments like this: the needs of others, the need to organize and execute the funeral, give him purpose. ""My heart is broken, molay,"" he says. He"
